id_ocorrencia;data_hora_ocorrencia;faixa_1_hora_fato;mes;ano;dia_da_semana;status_registro;natureza_principal;tentado_consumado_nat_principal;causa_presumida;meio_utilizado;perimetro;local_imediato;bairro;municipio_codigo;municipio_fato;uf_sigla;numero_envolvido_ocorrencia;conducao_a_delegacia;tipo_envolvimento;raca_etnia;idade_aparente;sexo_codigo;lgbtqia;identidade_de_genero;orientacao_sexual;escolaridade;relacao_vitima_autor;bairro_envolvido;municipio_envolvido;uf_sigla_envolvido;natureza_delito_envolvido;tentado_consumado_delito_envolvido
A2026ID10686;2026-01-12 16:29:00;De 16:00 as 16:59;1;2026;Segunda-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;CRUZEIRO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;75,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CRUZEIRO;BELO HORIZONTE;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2026ID10689;2026-01-12 00:10:00;De 00:00 as 00:59;1;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;NACIONAL;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;24,0;M;Sim;MULHER TRANSEXUAL;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;TIJUCA;CONTAGEM;MG;INJURIA;Consumado
A2026ID10689;2026-01-12 00:10:00;De 00:00 as 00:59;1;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;NACIONAL;311860;CONTAGEM;MG;2;SEM PRISAO;AUTOR;PRETO;33,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;NACIONAL;CONTAGEM;MG;INJURIA;Consumado
A2026ID10691;2026-01-11 19:29:00;De 19:00 as 19:59;1;2026;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;314800;PATOS DE MINAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;40,0;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;IGNORADA;CENTRO;PATOS DE MINAS;MG;INJURIA RACIAL;Consumado
A2026ID10691;2026-01-11 19:29:00;De 19:00 as 19:59;1;2026;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;314800;PATOS DE MINAS;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;36,0;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;CENTRO;PATOS DE MINAS;MG;VIAS DE FATO / AGRESSAO;Consumado
A2026ID10691;2026-01-11 19:29:00;De 19:00 as 19:59;1;2026;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;314800;PATOS DE MINAS;MG;3;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;37,0;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;LAGOA GRANDE;PATOS DE MINAS;MG;INJURIA RACIAL;Consumado
A2026ID10693;2026-01-11 17:00:00;De 17:00 as 17:59;1;2026;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);RURAL;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CHAVES;315550;RIO PARANAIBA;MG;1;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;29,0;I;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;OUTROS - ESCOLARIDADE;FILHO / ENTEADO;CHAVES;RIO PARANAIBA;MG;LESAO CORPORAL;Consumado
A2026ID10693;2026-01-11 17:00:00;De 17:00 as 17:59;1;2026;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);RURAL;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CHAVES;315550;RIO PARANAIBA;MG;2;SEM PRISAO;AUTOR;BRANCA;50,0;M;Não;NAO INFORMADA;NAO INFORMADA;OUTROS - ESCOLARIDADE;;CHAVES;RIO PARANAIBA;MG;LESAO CORPORAL;Consumado
A2026ID10694;2026-01-11 15:40:00;De 15:00 as 15:59;1;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;;312550;SAO GONCALO DO RIO PRETO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;31,0;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;AMIGO / CONHECIDO;CENTRO;SAO GONCALO DO RIO PRETO;MG;INJURIA;Consumado
A2026ID10694;2026-01-11 15:40:00;De 15:00 as 15:59;1;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;;312550;SAO GONCALO DO RIO PRETO;MG;2;SEM PRISAO;AUTOR;PARDA;41,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CAIXA DAGUA;SAO GONCALO DO RIO PRETO;MG;INJURIA;Consumado
A2026ID10696;2026-01-11 03:44:00;De 03:00 as 03:59;1;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;316500;SAO TIAGO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;33,0;F;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);AMIGO / CONHECIDO;CERRADO;SAO TIAGO;MG;INJURIA;Consumado
A2026ID10699;2026-01-10 13:00:00;De 13:00 as 13:59;1;2026;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;LÚCIO CARDOSO;312090;CURVELO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;20,0;F;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;LÚCIO CARDOSO;CURVELO;MG;DIFAMACAO;Consumado
A2026ID10701;2026-01-09 08:00:00;De 08:00 as 08:59;1;2026;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;CONJUNTO HABITACIONAL PEDRO AFONSO JUNQUEIRA;315180;POCOS DE CALDAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;36,0;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;SAO JOSE;POCOS DE CALDAS;MG;INJURIA;Consumado
A2026ID10701;2026-01-09 08:00:00;De 08:00 as 08:59;1;2026;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;CONJUNTO HABITACIONAL PEDRO AFONSO JUNQUEIRA;315180;POCOS DE CALDAS;MG;2;SEM PRISAO;AUTOR;IGNORADA;55,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;JOSE CARLOS;POCOS DE CALDAS;MG;INJURIA;Consumado
A2026ID10702;2026-01-09 00:40:00;De 00:00 as 00:59;1;2026;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAUDADE;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;39,0;F;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;SAUDADE;BELO HORIZONTE;MG;AMEACA;Consumado
A2026ID10702;2026-01-09 00:40:00;De 00:00 as 00:59;1;2026;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAUDADE;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;40,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;SAUDADE;BELO HORIZONTE;MG;AMEACA;Consumado
A2026ID10703;2026-01-08 18:42:00;De 18:00 as 18:59;1;2026;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;APARTAMENTO;BONSUCESSO;317120;VESPASIANO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;27,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;BONSUCESSO;VESPASIANO;MG;AMEACA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;1;SEM PRISAO;AUTOR;IGNORADA;27,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;2;SEM PRISAO;AUTOR;IGNORADA;26,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;3;SEM PRISAO;AUTOR;IGNORADA;24,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;4;SEM PRISAO;AUTOR;IGNORADA;34,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;5;SEM PRISAO;AUTOR;IGNORADA;34,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;6;SEM PRISAO;AUTOR;IGNORADA;46,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10705;2026-01-08 15:30:00;De 15:00 as 15:59;1;2026;Quinta-Feira;FECHADO;TORTURA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);VILA TANQUE;313620;JOAO MONLEVADE;MG;7;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;25,0;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;ESCOLARIDADE - IGNORADA;SEM RELACIONAMENTO;VILA TANQUE;JOAO MONLEVADE;MG;TORTURA;Consumado
A2026ID10707;2026-01-08 12:00:00;De 12:00 as 12:59;1;2026;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;CASA;NACOES;312690;FREI INOCENCIO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;13,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);FILHO / ENTEADO;NACOES;FREI INOCENCIO;MG;INJURIA RACIAL;Consumado
A2026ID10707;2026-01-08 12:00:00;De 12:00 as 12:59;1;2026;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;CASA;NACOES;312690;FREI INOCENCIO;MG;3;SEM PRISAO;AUTOR;IGNORADA;50,0;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;NACOES;FREI INOCENCIO;MG;INJURIA RACIAL;Consumado
A2026ID10708;2026-01-08 10:40:00;De 10:00 as 10:59;1;2026;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;JARDIM AMERICA;313440;ITURAMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;IGNORADA;JARDIM AMERICA;ITURAMA;MG;INJURIA;Consumado
A2026ID10708;2026-01-08 10:40:00;De 10:00 as 10:59;1;2026;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;JARDIM AMERICA;313440;ITURAMA;MG;2;SEM PRISAO;AUTOR;PARDA;22,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2026ID10710;2026-01-07 06:25:00;De 06:00 as 06:59;1;2026;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TRIANGULO;311330;CARANGOLA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;27,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;SEM RELACIONAMENTO;TRIANGULO;CARANGOLA;MG;INJURIA RACIAL;Consumado
A2026ID10710;2026-01-07 06:25:00;De 06:00 as 06:59;1;2026;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TRIANGULO;311330;CARANGOLA;MG;2;SEM PRISAO;AUTOR;IGNORADA;24,0;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;TRIANGULO;CARANGOLA;MG;INJURIA RACIAL;Consumado
A2026ID10713;2026-01-06 11:28:00;De 11:00 as 11:59;1;2026;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;312510;EXTREMA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;SALTO DE BAIXO;EXTREMA;MG;INJURIA;Consumado
A2026ID10718;2026-01-05 17:49:00;De 17:00 as 17:59;1;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;ACAIACA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;43,0;M;Não;NAO INFORMADA;NAO INFORMADA;MESTRADO;OUTRO PARENTESCO;ACAIACA;BELO HORIZONTE;MG;INJURIA;Consumado
A2026ID10718;2026-01-05 17:49:00;De 17:00 as 17:59;1;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;ACAIACA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;24,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;BEIRA RIO;JORDANIA;MG;INJURIA;Consumado
A2026ID10720;2026-01-05 11:27:00;De 11:00 as 11:59;1;2026;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;RIBEIRAO DA NEVES;315460;RIBEIRAO DAS NEVES;MG;1;SEM PRISAO;AUTOR;IGNORADA;50,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;RIBEIRAO DA NEVES;RIBEIRAO DAS NEVES;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2026ID10720;2026-01-05 11:27:00;De 11:00 as 11:59;1;2026;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;RIBEIRAO DA NEVES;315460;RIBEIRAO DAS NEVES;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;26,0;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;DOM PEDRO I;SAO JOSE DA LAPA;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2026ID10723;2026-01-01 21:24:00;De 21:00 as 21:59;1;2026;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA ESPERANCA II;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;28,0;M;Sim;TRAVESTI;HOMOSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);AMIGO / CONHECIDO;VILA ESPERANCA II;JUIZ DE FORA;MG;AMEACA;Consumado
A2026ID10723;2026-01-01 21:24:00;De 21:00 as 21:59;1;2026;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA ESPERANCA II;313670;JUIZ DE FORA;MG;2;SEM PRISAO;AUTOR;PRETO;19,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;vila esperança 2;JUIZ DE FORA;MG;AMEACA;Consumado
A2026ID10725;2026-01-01 00:38:00;De 00:00 as 00:59;1;2026;Quinta-Feira;FECHADO;VIOLACAO DE DOMICILIO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TANGARÁ;314015;MARIO CAMPOS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;29,0;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;VIZINHO;TANGARÁ;MARIO CAMPOS;MG;VIOLACAO DE DOMICILIO;Consumado
A2026ID10725;2026-01-01 00:38:00;De 00:00 as 00:59;1;2026;Quinta-Feira;FECHADO;VIOLACAO DE DOMICILIO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TANGARÁ;314015;MARIO CAMPOS;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;30,0;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;VIZINHO;TANGARÁ;MARIO CAMPOS;MG;VIOLACAO DE DOMICILIO;Consumado
A2026ID10725;2026-01-01 00:38:00;De 00:00 as 00:59;1;2026;Quinta-Feira;FECHADO;VIOLACAO DE DOMICILIO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TANGARÁ;314015;MARIO CAMPOS;MG;3;SEM PRISAO;AUTOR;IGNORADA;61,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;TANGARÁ;MARIO CAMPOS;MG;VIOLACAO DE DOMICILIO;Consumado
A2025ID10729;2025-12-31 11:09:00;De 11:00 as 11:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;35,0;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;CLARINDO LOPES;MONTES CLAROS;MG;INJURIA;Consumado
A2025ID10730;2025-12-30 16:05:00;De 16:00 as 16:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CASCATINHA;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;35,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;NOVA CALIFORNIA;JUIZ DE FORA;MG;INJURIA;Consumado
A2025ID10736;2025-12-29 16:30:00;De 16:00 as 16:59;12;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PLANALTO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32,0;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;VIZINHO;PLANALTO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10736;2025-12-29 16:30:00;De 16:00 as 16:59;12;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PLANALTO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;40,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PLANALTO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10738;2025-12-28 18:15:00;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;ANTENA;315725;SANTA BARBARA DO LESTE;MG;1;SEM PRISAO;AUTOR;IGNORADA;28,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA RACIAL;Consumado
A2025ID10738;2025-12-28 18:15:00;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;ANTENA;315725;SANTA BARBARA DO LESTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;35,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;CENTRO;BOM JESUS DO GALHO;MG;INJURIA RACIAL;Consumado
